"cell_features","use_landmark_genes","dense","dense_feature_layers","batch_size","residual","activation","optimizer","learning_rate","reduce_lr","warmup_lr","epochs","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",128,FALSE,"tanh","sgd",0.0488278597882167,TRUE,TRUE,424,6.49985667566057,7.2085785929557,0.624198639952811,1e-10,2.59833118057674,9.21572449436528,FALSE,2.60992346858588,9.20865939080837
"expression",1,"1000 1000 1000","1000 1000",32,TRUE,"sigmoid","rmsprop",0.0583527924030839,FALSE,TRUE,140,8.77256189270352,6.57221362007578,2.61558130428079,1e-14,9.65933243001044,3.36656470434624,FALSE,5.30151527666726,4.34027314065222
"mirna",1,"1000 1000 1000","1000 1000 1000 1000",32,TRUE,"tanh","adam",0.0280555182809737,FALSE,FALSE,178,1.55681888802416,8.23212838867722,0.528214377393015,1e-10,0.000293043378826021,0.103258892188314,TRUE,9.79071120709183,3.34904946777081
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",64,FALSE,"sigmoid","adam",0.051774111492615,FALSE,TRUE,174,1.55229442242186,3.433279345287,3.36276399081806,1e-06,9.38805368619665,3.10202429121709,TRUE,8.89528934696357,1.66019687689227
"mirna",1,"1000","1000 1000 1000 1000",64,FALSE,"relu","sgd",0.0957892044326979,TRUE,TRUE,152,1.53928259079569,1.18745151268911,6.37606573682977,1e-12,6.28574189397186,2.40949646227295,TRUE,4.66323479589013,9.59283130993414
"expression",1,"1000 1000 1000 1000 1000","1000",1024,TRUE,"sigmoid","adam",0.0914614343303363,TRUE,FALSE,217,8.5268321275504,0.430117645890603,7.07421274473774,1e-08,8.45493125332309,2.7602154868911,FALSE,8.48051094980803,9.62617556117311
"mirna",1,"1000","1000 1000",128,TRUE,"sigmoid","sgd",0.0265243663321332,TRUE,TRUE,452,7.97351924558311,6.8615220926685,8.02955439705635,1e-06,9.0322216834414,8.91653209910379,TRUE,9.74352460533368,2.19881295899458
"expression",1,"1000 1000 1000","1000 1000 1000",128,TRUE,"sigmoid","adam",0.0269002706439622,FALSE,TRUE,436,1.13978866473531,3.66586020229578,8.61438283158466,1e-12,4.38548486270369,7.85714942042483,FALSE,4.32004216071828,7.83291897723148
"mirna",1,"1000 1000","1000 1000 1000",32,FALSE,"relu","adam",0.0950419109775545,TRUE,FALSE,455,9.74025464234402,8.73651505968129,6.7844082503533,1e-10,2.97240857887352,6.82171208217274,TRUE,6.50801601864625,2.24029848903766
"mirna",1,"1000","1000",512,FALSE,"sigmoid","sgd",0.00580070685609695,TRUE,FALSE,479,6.24800409587066,9.16083520552351,0.841689471862046,1e-10,8.16025037111018,5.02409868484014,FALSE,9.26182796648226,3.22107921646261
"mirna",1,"1000 1000 1000 1000 1000","1000",64,FALSE,"relu","sgd",0.0725313253916333,FALSE,FALSE,107,5.3306786172818,3.5751219450917,0.093359261052683,1e-06,9.974319469652,0.86308445724193,FALSE,7.15768272559465,9.92174343956455
"expression",1,"1000","1000 1000",1024,TRUE,"tanh","sgd",0.0409073898292552,TRUE,TRUE,142,7.71312957358177,8.74722242564666,8.36743443065672,1e-10,5.32975275201672,7.8941295488528,FALSE,2.54651246737764,3.98622696592659
"mirna",1,"1000","1000 1000 1000 1000 1000",1024,FALSE,"tanh","adam",0.0997036384537804,TRUE,FALSE,173,1.30785243981944,9.15285437812127,2.25446682845359,1e-12,2.91052042393344,3.55863417491433,TRUE,2.86475515705233,1.15414660501519
"mirna",1,"1000 1000","1000 1000 1000",32,TRUE,"sigmoid","adam",0.0225479854624058,FALSE,TRUE,200,8.16861931415347,8.36426628606175,7.3835038291174,1e-14,6.89678891476106,7.60167734325281,FALSE,6.35358889878853,6.39739302781261
"expression",1,"1000 1000","1000",256,FALSE,"relu","rmsprop",0.0701761695856878,TRUE,FALSE,491,2.64842404372538,4.41339270185001,4.74165360325715,1e-12,5.26969560440361,3.7075677377719,FALSE,7.02996614764288,8.82397609113771
"mirna",1,"1000 1000","1000 1000 1000",1024,TRUE,"tanh","sgd",0.0806375127332876,FALSE,TRUE,278,7.36077990103715,9.79301783849137,5.54613068106235,1e-06,0.0508094998545445,2.28947886470356,TRUE,5.448852375369,3.24329578125349
"expression",1,"1000","1000 1000 1000",128,FALSE,"relu","adam",0.0202336976691528,FALSE,FALSE,471,8.74059749948593,0.628407244519114,2.01617162869312,1e-14,5.87534898738112,7.25498083960963,FALSE,9.81856689917046,3.04598314958653
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",256,FALSE,"sigmoid","adam",0.0581733358660775,TRUE,TRUE,275,1.26869802654357,2.01137019733981,5.98693240495282,1e-10,2.50236988567552,1.12334494757,TRUE,5.41297131617599,0.327414456064621
"mirna",1,"1000","1000 1000 1000",256,TRUE,"relu","adam",0.0740003240591792,TRUE,TRUE,308,8.81249086251811,6.99732193073042,3.90464576737606,1e-06,2.91703402389642,4.21843777770991,FALSE,3.05842885647012,3.74689421570956
"mirna",1,"1000 1000","1000 1000 1000",512,FALSE,"tanh","sgd",0.0287767395806367,TRUE,TRUE,477,9.61965676103511,0.321937169849449,2.92885249660118,1e-06,7.12997897876588,3.15641170016257,FALSE,9.42974296876647,6.70966539598964
"expression",1,"1000","1000 1000 1000",1024,TRUE,"relu","rmsprop",0.0803473907248744,TRUE,FALSE,371,9.49999892524616,4.97351530973973,2.96575453260215,1e-10,3.93416170796057,7.2253498211049,TRUE,7.2240508940731,1.34931920753359
"mirna",1,"1000 1000","1000 1000 1000",256,FALSE,"tanh","rmsprop",0.0883534424578285,FALSE,TRUE,352,9.92170859059763,3.23802162391578,0.515377051109681,1e-08,0.163266752253024,2.17343920342275,TRUE,9.98212213570161,7.69751057715542
"expression",1,"1000 1000","1000",1024,FALSE,"relu","rmsprop",0.0259539051514935,TRUE,TRUE,107,6.00463252203366,8.34547804845435,9.09638590479735,1e-08,2.66334802377599,4.49987683040323,FALSE,1.5011549747001,5.33538532150755
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000",32,FALSE,"tanh","adam",0.0368821702332412,FALSE,FALSE,317,5.31774842296494,4.69879539449256,0.218047654327238,1e-08,5.76144334192917,1.18417023348971,FALSE,1.10359735299023,3.48710722059295
"expression",1,"1000 1000 1000 1000","1000",1024,TRUE,"tanh","rmsprop",0.0347421935670254,FALSE,TRUE,312,6.39888309113221,2.39029822719303,2.19768111086451,1e-08,5.72706163299984,4.71634618443088,TRUE,1.94356248063429,6.65031378724637
"expression",1,"1000 1000 1000 1000","1000 1000",1024,FALSE,"sigmoid","adam",0.0115229702256556,TRUE,FALSE,201,7.79071595138667,7.88852283806318,7.74947437462397,1e-10,6.49455837949686,8.16347608752432,TRUE,9.29137451716282,0.366673876758207
"mirna",1,"1000","1000 1000 1000 1000",32,FALSE,"sigmoid","sgd",0.0701165553970935,FALSE,FALSE,159,2.46714453134551,0.427020504025325,3.6391660279932,1e-08,7.70938859503822,4.6548302219389,FALSE,1.70187473863252,5.12055938907997
"expression",1,"1000","1000 1000",512,FALSE,"relu","sgd",0.0220343261023041,FALSE,FALSE,182,4.58120851007516,2.30290309446066,2.57507231843192,1e-10,7.19607202512301,5.03571409509517,FALSE,4.26323522050285,2.99698277966752
"mirna",1,"1000 1000","1000 1000 1000",512,FALSE,"relu","rmsprop",0.0402294911964885,TRUE,TRUE,497,8.59650758842772,0.738598486026506,7.6858594064822,1e-08,7.80258384413762,8.29115034362651,FALSE,9.37984350876064,3.42719849907512
"expression",1,"1000","1000 1000 1000",32,TRUE,"tanh","adam",0.065133316826112,TRUE,FALSE,312,4.055495624481,5.93460942705899,3.74030072728638,1e-14,0.264129216528427,4.60259042134741,FALSE,3.96386536254574,2.23274014589064
"expression",1,"1000 1000 1000","1000 1000",64,TRUE,"tanh","rmsprop",0.0786535570810634,TRUE,FALSE,493,1.58224253936215,1.67569667857852,5.16316937901778,1e-10,7.37383370136181,2.88350954423775,TRUE,1.35306141597642,7.2380123282104
"expression",1,"1000 1000 1000 1000 1000","1000 1000",1024,FALSE,"sigmoid","rmsprop",0.0464158449170223,FALSE,TRUE,433,5.63672957487563,4.16617099959946,4.61877397758304,1e-10,1.72495381745543,5.41373121245182,FALSE,1.67174799915677,3.7825882520577
"expression",1,"1000 1000 1000","1000 1000",64,FALSE,"relu","sgd",0.0960955498176035,TRUE,FALSE,194,0.583177304555342,8.32172130858334,2.83133500238648,1e-14,2.78147266360436,2.05337419917807,FALSE,2.85680225526915,9.87077888627771
"mirna",1,"1000","1000 1000",128,TRUE,"tanh","sgd",0.0887772689748633,TRUE,TRUE,317,8.37679227774916,5.79359849245072,0.549265913598938,1e-12,6.9881735860191,1.20160336213768,TRUE,5.11998779902329,4.2258624218592
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",32,FALSE,"tanh","adam",0.0158879557964046,TRUE,TRUE,108,5.94225928705404,2.74453986318695,1.57143259490142,1e-08,0.371489141532899,9.78863646681071,TRUE,1.57165841831698,1.59635989962107
"mirna",1,"1000 1000 1000 1000","1000 1000",256,TRUE,"relu","sgd",0.0822858989045558,TRUE,TRUE,210,2.39898198836539,8.9751760177652,5.17674092082423,1e-06,0.880774612708425,4.66871023431886,TRUE,8.18780523025921,5.75019191119071
"expression",1,"1000 1000 1000","1000 1000",64,FALSE,"relu","adam",0.0782904645566793,TRUE,TRUE,268,4.93174267178787,8.11775250899084,5.60209738719161,1e-10,8.4657531499221,8.47011979905306,TRUE,7.97701351214245,7.78315910849102
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",512,FALSE,"sigmoid","sgd",0.0913026133072045,FALSE,TRUE,109,1.14636894936459,7.16853885845541,6.40475232304074,1e-12,2.305582540887,4.2076588284364,TRUE,7.13519996572868,8.93480308392474
"mirna",1,"1000 1000 1000 1000","1000 1000",32,FALSE,"tanh","sgd",0.0365242883098809,FALSE,FALSE,195,2.41517325177113,3.30535004214654,5.69413385355612,1e-06,5.8689783264974,3.01184385790722,FALSE,8.57269483452851,6.11171626938964
"mirna",1,"1000 1000 1000 1000","1000",64,TRUE,"tanh","rmsprop",0.0952963201202958,FALSE,FALSE,384,1.72688602510674,1.88560493243266,8.75653216678183,1e-14,8.21959076025041,0.0981002433330286,TRUE,4.97045407046867,9.71835108200318
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000 1000",1024,FALSE,"relu","rmsprop",0.0335873703169611,FALSE,TRUE,156,0.642340706671924,7.79880015179608,1.15039149841527,1e-12,7.28390538013359,0.149882362203207,TRUE,8.29300390430195,6.97544014573927
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",256,FALSE,"tanh","adam",0.00302763777775313,TRUE,FALSE,286,6.94039534081556,0.60699783030213,7.11509050975787,1e-06,9.12506849776317,8.3090016281011,FALSE,6.65897849270982,8.03515962867072
"expression",1,"1000 1000","1000",32,FALSE,"tanh","adam",0.0731170556909851,TRUE,TRUE,109,2.20335180146596,2.15380750862799,2.57147793965763,1e-10,7.71513780975486,6.94114728644141,FALSE,6.55737811178384,8.9894680621592
"expression",1,"1000 1000 1000 1000 1000","1000",512,FALSE,"sigmoid","adam",0.0191068287518529,TRUE,TRUE,196,0.901057705627482,7.4638246108214,7.1859950447327,1e-06,1.84733504486623,3.31326612171368,FALSE,3.74771163272578,4.17434363295624
"expression",1,"1000 1000","1000",128,FALSE,"sigmoid","sgd",0.000861036705719941,TRUE,TRUE,412,6.04796396693507,6.08380128384943,7.13072628356633,1e-08,0.657882121144817,5.93146934143268,TRUE,0.714999756928717,8.15460532424748
"expression",1,"1000 1000 1000 1000 1000","1000 1000",512,TRUE,"tanh","adam",0.0900384866475345,FALSE,FALSE,423,1.90782923058343,9.17964551249502,6.04949308775598,1e-06,1.59431678412142,4.43869702961994,FALSE,4.56281079309376,6.29242204166674
"expression",1,"1000 1000","1000 1000",128,FALSE,"relu","sgd",0.0627081560578189,TRUE,FALSE,429,4.83337803900884,4.94118997534013,2.80710899961414,1e-06,6.67107229902894,1.23038556603016,FALSE,6.85572115516373,4.68570373250968
"expression",1,"1000 1000","1000 1000 1000",128,FALSE,"relu","adam",0.0590339707338596,TRUE,FALSE,189,3.65507756176028,8.83787940375942,9.70051328022266,1e-12,3.93652753423286,3.14081864452339,TRUE,3.20604725938554,1.06504119460498
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",64,TRUE,"tanh","rmsprop",0.00349373465445332,FALSE,TRUE,115,3.21607997888233,4.76459202001434,5.6211772281304,1e-10,4.50454196997463,2.82644764379482,FALSE,7.25252653719083,0.427271273083671
"mirna",1,"1000","1000",512,FALSE,"tanh","sgd",0.03064229595859,FALSE,TRUE,258,4.02016005319623,7.60424364992667,6.6799709295982,1e-12,8.7830059257383,3.13841292580939,FALSE,0.348128428541342,2.62512930724465
"expression",1,"1000 1000","1000 1000 1000",1024,FALSE,"tanh","sgd",0.0711137939023731,FALSE,TRUE,264,7.60228139736216,7.31381039437577,3.80604716979666,1e-08,5.13160682039007,4.43090791462455,FALSE,2.67711397622596,8.69438208315715
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",64,TRUE,"sigmoid","adam",0.0539493667406003,FALSE,FALSE,301,3.69555682645884,4.98570941179165,3.0510878977878,1e-10,3.5189966171699,9.58409257217078,TRUE,5.52682518708905,8.31292155213938
"expression",1,"1000 1000 1000","1000 1000 1000 1000",1024,FALSE,"relu","rmsprop",0.0339719565607108,FALSE,FALSE,490,6.37867751093394,9.9365763765029,9.93252774477354,1e-14,6.29973279253363,7.4597648832493,TRUE,6.67367996121326,6.83411032917461
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",1024,FALSE,"sigmoid","adam",0.0154916925985529,FALSE,TRUE,299,8.55607883158306,0.138876266133681,1.1646733762708,1e-14,5.88047398769397,5.75735049314098,TRUE,8.79491782838426,0.861070003184664
"expression",1,"1000","1000 1000 1000",32,FALSE,"sigmoid","adam",0.0380081011043944,TRUE,TRUE,407,5.74024299561507,9.43978226867014,3.39410938909045,1e-06,7.36723748814073,4.37141860529664,TRUE,2.55397667766889,5.9718157199392
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",512,FALSE,"sigmoid","adam",0.0639466428774665,TRUE,FALSE,442,8.63599029228131,0.174696792849446,7.62682966700289,1e-14,3.27956407269618,1.21090559046017,TRUE,2.32454266682241,8.17983784751639
"expression",1,"1000","1000 1000 1000 1000 1000",1024,TRUE,"sigmoid","rmsprop",0.018256679802386,FALSE,TRUE,457,8.71360081370265,2.95783764768615,8.98475902702543,1e-08,7.71325735291838,8.11881723344908,TRUE,5.90149480353415,7.87785405274268
"mirna",1,"1000 1000 1000","1000 1000 1000",32,TRUE,"sigmoid","sgd",0.0889871606396241,TRUE,TRUE,393,5.46906207966919,4.55254124471259,3.65193137661205,1e-14,1.75467176424282,3.72828270704485,TRUE,8.6651145903487,0.858176047091945
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",128,FALSE,"tanh","rmsprop",0.0794942386598413,TRUE,FALSE,390,8.96138201966618,4.63801721983701,8.54550301030977,1e-08,2.83816176423245,9.30607626035227,TRUE,4.69211231626684,3.49012118611416
"expression",1,"1000 1000 1000 1000","1000 1000 1000",512,TRUE,"sigmoid","adam",0.0269380907330167,FALSE,TRUE,227,8.17662596049528,8.44186888080584,8.13831579949474,1e-12,5.58538865840632,9.74455360943219,TRUE,3.33295992392683,2.33584885955829
"expression",1,"1000 1000","1000",128,TRUE,"relu","sgd",0.0882951820292527,FALSE,FALSE,426,5.18370885309955,5.83693100858241,4.8718167808908,1e-14,2.03664991845538,3.56165608216077,FALSE,5.99295447211736,0.908953748528841
"expression",1,"1000 1000","1000",512,TRUE,"sigmoid","adam",0.0631411794369275,TRUE,FALSE,315,9.72761441196406,5.32095368710779,1.20135325821699,1e-12,2.06214945195577,9.68574386841501,FALSE,6.74023252633214,5.50105802162991
"expression",1,"1000","1000",512,FALSE,"sigmoid","adam",0.0224485547157977,FALSE,TRUE,437,4.38714126738549,6.46401627163133,4.81854895158554,1e-06,0.564986206787671,3.80643228960573,FALSE,6.36830526124014,6.11824253417456
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",256,FALSE,"relu","rmsprop",0.0833897442329457,FALSE,FALSE,334,1.17933678360049,2.39999635776974,3.47659275781596,1e-12,8.00822591751603,5.16425838403287,FALSE,0.470368956101535,5.31665280727246
"mirna",1,"1000","1000 1000 1000 1000 1000",512,TRUE,"relu","adam",0.0366962995247964,TRUE,TRUE,335,9.20496273493674,8.52272820282263,1.189531959577,1e-06,0.0941222405444679,0.137025095148711,TRUE,6.49199839452244,4.88328207056721
"expression",1,"1000","1000",256,TRUE,"sigmoid","sgd",0.01569284595148,FALSE,FALSE,411,8.75343967035969,3.69944856422249,7.64824439014308,1e-10,3.37409550817726,7.65536403327482,FALSE,0.30990038949324,0.167432780978156
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",64,TRUE,"tanh","rmsprop",0.0327842206799262,TRUE,TRUE,320,4.56691088747095,2.64604145205653,7.35836171976873,1e-08,6.4608446824943,9.87403670410858,TRUE,5.7636645725371,3.54017939652242
"expression",1,"1000 1000 1000 1000 1000","1000 1000",32,FALSE,"tanh","adam",0.0710409984891641,TRUE,TRUE,396,3.67568991391132,0.129943939285377,5.47209183139727,1e-12,4.77995417815584,7.52657768206322,FALSE,2.80752537641023,8.97004223995174
"expression",1,"1000 1000 1000 1000","1000 1000 1000",64,TRUE,"tanh","sgd",0.094886490989754,FALSE,FALSE,171,7.00197922916484,3.20398948921072,1.99484728678246,1e-08,2.75857424652508,9.81224338729749,FALSE,0.900844543688967,0.799578348252137
"mirna",1,"1000 1000 1000 1000","1000 1000 1000",32,FALSE,"sigmoid","sgd",0.000514603914624123,FALSE,FALSE,329,1.68908773800083,0.959189553777686,3.26828127423068,1e-14,9.35762994349463,1.25754780814867,FALSE,7.36973303852731,2.30099326805048
"expression",1,"1000","1000",32,FALSE,"sigmoid","sgd",0.0939892235510782,TRUE,FALSE,338,9.92523602248996,6.64203495353526,7.84197875046055,1e-10,6.31291322967493,6.8407224249572,FALSE,4.01816875167541,1.2584007020226
"expression",1,"1000 1000","1000",256,TRUE,"sigmoid","adam",0.044834266386847,TRUE,TRUE,477,0.00308172708822322,6.33977053497349,6.57284246383817,1e-08,9.3658561052499,0.189875041977502,FALSE,3.65810422985771,7.50542411803844
"mirna",1,"1000 1000 1000","1000 1000 1000",64,FALSE,"tanh","rmsprop",0.0987745525791304,FALSE,TRUE,498,7.91895141449873,1.98523529789298,7.45292300921516,1e-08,7.83102426150935,6.7459963061579,TRUE,1.68435727988879,3.4619060696648
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",64,TRUE,"tanh","sgd",0.061568612517316,FALSE,TRUE,119,4.69629060645748,9.14487657792019,7.97588924773736,1e-12,9.084836412064,0.986884349007159,TRUE,9.17614846600634,9.32221926709798
"expression",1,"1000 1000 1000","1000 1000",128,FALSE,"tanh","sgd",0.0516998332440957,TRUE,TRUE,450,5.69777631699759,2.61418967824664,9.74124093199615,1e-12,0.368032961328563,3.81864034343744,FALSE,8.52928948518175,9.40346086880118
"expression",1,"1000","1000 1000 1000 1000 1000",256,FALSE,"tanh","rmsprop",0.0702675600262028,FALSE,TRUE,214,3.85367574780048,4.80608879600963,6.91734117578133,1e-10,7.21380488674519,1.14960808879696,FALSE,8.07630960460044,6.42276792333909
"expression",1,"1000","1000 1000 1000 1000 1000",1024,FALSE,"sigmoid","rmsprop",0.0597971187674518,TRUE,TRUE,399,0.465589474788626,6.45849532958201,3.53894337321166,1e-14,7.91462585980957,9.25165265807184,FALSE,9.85037046703598,6.2414908859312
"mirna",1,"1000 1000 1000 1000","1000 1000",512,TRUE,"relu","sgd",0.0881158075301729,TRUE,TRUE,475,9.2154868911657,9.61098134193482,3.54467110179947,1e-12,9.00068055182642,7.26981283331988,TRUE,4.523620134838,3.72455098575054
"expression",1,"1000 1000 1000","1000 1000 1000 1000",32,TRUE,"tanh","adam",0.0802964642498087,TRUE,TRUE,283,5.76007982927974,7.90879049628099,3.75200168300886,1e-14,1.4936896752019,7.00544241022901,FALSE,1.84978067228343,4.21497688517918
"mirna",1,"1000 1000","1000 1000 1000 1000 1000",64,FALSE,"tanh","adam",0.0720524291481451,FALSE,TRUE,442,6.29821184618992,5.71318441231705,9.83860562486108,1e-06,5.3817463960523,9.17330312187434,FALSE,4.80064256234203,5.640852825619
"mirna",1,"1000 1000 1000","1000 1000 1000",1024,TRUE,"relu","adam",0.0583995353746255,FALSE,TRUE,324,5.56324777092967,8.69242612183957,3.15402688561007,1e-10,2.25974086318002,7.49303993736976,TRUE,0.997970752492207,7.29333634008223
"mirna",1,"1000 1000","1000 1000 1000",64,FALSE,"tanh","adam",0.0710614395897327,TRUE,TRUE,189,0.545567038382732,8.53032070120598,9.08558232625131,1e-08,4.04529459578619,7.14110259037116,TRUE,3.27736384142116,3.11182430880417
"mirna",1,"1000 1000","1000 1000 1000",64,TRUE,"relu","rmsprop",0.0746236436944473,FALSE,FALSE,454,6.21651567045823,6.02978701262842,6.42480850983178,1e-14,5.14772470042139,4.89161565651768,TRUE,4.30182430229733,8.96733806985796
"mirna",1,"1000 1000 1000 1000","1000 1000 1000",1024,FALSE,"sigmoid","rmsprop",0.0098934058364235,TRUE,FALSE,154,9.68298949254415,4.42541917976979,5.36827346262639,1e-14,6.84747100220026,3.34628992000711,TRUE,7.69478824672196,4.59601696338973
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000",32,TRUE,"sigmoid","rmsprop",0.00708983823414547,TRUE,TRUE,112,4.7996497853204,5.83334844180414,0.83433112036786,1e-14,2.43295333994771,8.9095064360695,TRUE,9.97488287368397,5.35599525250372
"mirna",1,"1000 1000 1000","1000 1000 1000",64,TRUE,"sigmoid","adam",0.0161392946978145,FALSE,FALSE,192,1.63107080090246,3.36294960157938,3.20633064538473,1e-12,1.87026231078937,6.71791211378644,FALSE,9.59929004407573,6.05803808250075
"mirna",1,"1000","1000 1000 1000 1000 1000",1024,TRUE,"sigmoid","sgd",0.04512643163587,TRUE,TRUE,220,6.87729532215764,9.95233994158786,1.77476035235566,1e-06,3.41408140007608,2.43992134305649,FALSE,1.72497326065002,4.76669193596173
"mirna",1,"1000 1000","1000",128,TRUE,"sigmoid","rmsprop",0.0317340332063905,TRUE,FALSE,111,3.0935635268628,9.58020963156813,2.55466252079234,1e-06,9.26974985689238,4.74797935537412,FALSE,5.37467452543626,4.0883649966561
"expression",1,"1000","1000 1000 1000",128,TRUE,"tanh","sgd",0.0507903805117317,FALSE,TRUE,354,6.55287964382733,1.93320426479526,3.16564991952269,1e-06,1.61227994411853,0.642939883228391,TRUE,4.33507978458276,5.82020496967012
"mirna",1,"1000","1000",256,TRUE,"sigmoid","adam",0.0607480909378845,TRUE,TRUE,158,7.12614116985728,8.35775001379316,2.73774924476631,1e-10,0.764606455276723,5.8810124980507,FALSE,7.06369312550782,9.15151056221763
"mirna",1,"1000","1000 1000 1000",256,FALSE,"sigmoid","rmsprop",0.0675736098983077,FALSE,TRUE,463,0.742798055430646,1.95200518226764,3.38680707685417,1e-06,4.40803621116972,8.74601999464794,FALSE,4.73895213744597,7.22939800645097
"expression",1,"1000 1000 1000 1000 1000","1000 1000",512,TRUE,"tanh","sgd",0.0857214940493293,TRUE,FALSE,162,5.75500464858028,0.95175576506578,3.71486112524406,1e-10,8.27238968871647,8.7845744153345,FALSE,5.23913190970367,5.98452434228755
"mirna",1,"1000","1000",128,FALSE,"tanh","adam",0.071859192637992,FALSE,TRUE,232,5.8346880953964,7.77416771386046,0.492904906312469,1e-08,7.69653977825831,2.01992529504932,FALSE,1.16778533642873,9.40564601810519
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",32,FALSE,"tanh","adam",0.000564348429653547,FALSE,TRUE,264,5.4858442201601,1.53840105826187,9.84811095704441,1e-12,6.52868455402066,4.85858664309373,FALSE,4.40434403712674,0.286524878148161
"mirna",1,"1000 1000 1000 1000","1000 1000",512,TRUE,"relu","sgd",0.018847737944467,FALSE,TRUE,434,6.74479359529997,9.57462483131259,6.48706537225982,1e-10,1.22632576826895,1.07169932205579,FALSE,1.88201816170866,3.13542002019437
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",128,FALSE,"tanh","adam",0.080453457255821,FALSE,TRUE,407,2.58303956144158,2.5777470888577,8.77912646314828,1e-14,6.67545316116125,8.53559325397829,FALSE,0.105688114579362,0.0672408275467291
"expression",1,"1000 1000 1000","1000 1000 1000 1000",64,TRUE,"tanh","sgd",0.062606301233495,FALSE,TRUE,256,0.559227367954296,2.16353883992991,4.20011897890014,1e-08,4.70672248496246,4.40786802404444,TRUE,0.275726210547289,3.2160366514758
"mirna",1,"1000 1000 1000 1000","1000 1000 1000",128,TRUE,"relu","sgd",0.0256667747969349,FALSE,TRUE,430,4.45366234274364,4.790842555559,4.19261588826194,1e-14,4.76226167698452,1.86675413892139,TRUE,9.64674561959734,8.30323331306876
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000 1000",512,TRUE,"sigmoid","rmsprop",0.0910458950549492,FALSE,TRUE,103,6.46356391028324,4.50227352766676,7.80608609021292,1e-14,8.22595066461613,3.10657100815442,FALSE,2.40098821488437,8.22898325949802
"expression",1,"1000 1000","1000 1000 1000",64,TRUE,"tanh","rmsprop",0.0925862851021232,TRUE,TRUE,142,4.41903641884742,4.43880717699103,3.87962264246889,1e-06,8.2106816183724,4.78920860871556,FALSE,3.19459336274358,8.34128786189046
"mirna",1,"1000 1000","1000 1000",512,TRUE,"sigmoid","rmsprop",0.0555585684228705,FALSE,TRUE,114,1.29427971740326,6.40903828402833,6.70995041443384,1e-12,7.7253954747872,6.38113115980872,TRUE,1.25072417752073,3.90201158267849
"mirna",1,"1000 1000 1000","1000",1024,FALSE,"sigmoid","sgd",0.0353278420860986,TRUE,FALSE,205,1.45230885598935,9.3825316248869,1.32805414875038,1e-14,2.78846827456996,0.870444316811627,TRUE,8.84202508949466,7.29812981460739
"expression",1,"1000","1000 1000 1000",32,FALSE,"relu","adam",0.0630566309693138,TRUE,FALSE,277,4.44284165498459,2.33297958181997,5.4575193705142,1e-06,7.52230784998199,0.598939813176403,FALSE,5.95699146841785,6.51195353474074
"mirna",1,"1000 1000","1000 1000 1000",32,TRUE,"sigmoid","adam",0.00997748641760513,FALSE,TRUE,241,7.18002834355495,2.5873732092942,7.26521145879757,1e-06,5.55538324381809,9.9074844241573,TRUE,3.15383494147349,9.76268974756348
"mirna",1,"1000 1000 1000","1000",64,FALSE,"tanh","adam",0.0834470913352445,FALSE,TRUE,257,1.20075260923524,1.52468332142563,9.06206675606431,1e-10,1.684558445743,6.8351542636985,FALSE,2.73881718090062,5.38751408726851
"mirna",1,"1000 1000 1000","1000 1000 1000",32,TRUE,"relu","adam",0.0993258146198175,FALSE,FALSE,179,9.74655916241462,4.19464829923477,4.7855409285042,1e-12,0.651552588264268,7.32905920951627,TRUE,0.605993358750772,2.76574639922902
"expression",1,"1000 1000 1000","1000 1000",512,FALSE,"sigmoid","sgd",0.0507488503679466,TRUE,TRUE,230,1.43705012728213,0.854063457531529,3.50005631709239,1e-14,8.72351528271204,1.28166387047269,TRUE,3.83896356317709,0.685618755401535
"expression",1,"1000","1000 1000 1000 1000",256,FALSE,"sigmoid","adam",0.0986938213110042,TRUE,TRUE,120,2.09214510914353,9.75777171187913,8.77383425925858,1e-14,9.32314650874045,0.576930630089482,TRUE,3.35772958559796,1.58320507212881
